transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,profit,transaction_month
2928,41,2330,23/10/2017,FALSE,Approved,Solex,Road,medium,medium,416.98,$312.74,35560,$104.24,October
2930,92,2131,20/09/2017,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",37539,$155.65,September
2931,17,1905,20/12/2017,FALSE,Approved,Solex,Standard,high,medium,1024.66,$614.80,35378,$409.86,December
2932,37,21,17/08/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,36361,"$1,544.61",August
2933,26,238,14/09/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,36334,"$1,230.30",September
2936,88,1581,24/11/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10,36145,$817.36,November
2939,59,2455,10/08/2017,FALSE,Approved,Solex,Standard,medium,large,1061.56,$733.58,34170,$327.98,August
2940,0,395,02/04/2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,41009,$133.38,April
2941,75,115,16/12/2017,TRUE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,38859,"$1,010.02",December
2944,80,2849,22/06/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,38647,$872.89,June
2948,0,3212,14/09/2017,FALSE,Approved,,,,,1163.77,,,"$1,163.77",September
2950,30,447,30/12/2017,FALSE,Approved,Solex,Standard,high,medium,748.17,$448.90,34527,$299.27,December
2951,30,986,16/10/2017,TRUE,Approved,Solex,Standard,high,medium,748.17,$448.90,33888,$299.27,October
2953,0,1410,31/10/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,42458,$135.85,October
2958,1,1764,30/03/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,40649,$448.68,March
2959,23,180,19/12/2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,34244,$75.75,December
2961,3,1308,15/08/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,35667,"$1,702.55",August
2963,66,74,16/10/2017,TRUE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,40410,$64.93,October
2966,1,1372,22/10/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688,$448.68,October
2967,0,308,18/05/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,38206,$110.56,May
2968,70,509,02/10/2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,38193,$198.29,October
2969,45,424,08/02/2017,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,38258,$745.94,February
2970,70,2226,15/09/2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,42105,$198.29,September
2971,50,1125,02/07/2017,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,37668,$43.97,July
2972,75,1933,04/02/2017,FALSE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,38859,"$1,010.02",February
2989,93,1840,12/07/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,34071,$583.27,July
2991,0,812,10/04/2017,TRUE,Approved,,,,,1294.66,,,"$1,294.66",April
2995,21,1723,14/04/2017,FALSE,Approved,Solex,Standard,medium,large,1071.23,$380.74,34244,$690.49,April
2996,32,951,24/12/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,37337,$431.33,December
2999,38,725,28/09/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,38573,"$1,702.55",September
3000,79,1169,30/01/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,38339,$737.57,January
3004,69,502,06/03/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,33879,$198.22,March
3007,45,2523,14/11/2017,TRUE,Approved,Solex,Standard,medium,medium,441.49,$84.99,35470,$356.50,November
3008,18,2725,13/01/2017,FALSE,Approved,Solex,Standard,medium,medium,575.27,$431.45,41345,$143.82,January
3013,82,192,08/01/2017,FALSE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,35667,$459.46,January
3014,0,3148,05/11/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,40336,$57.73,November
3015,92,1690,22/08/2017,TRUE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",41434,$155.65,August
3017,75,2601,10/04/2017,TRUE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,38859,"$1,010.02",April
3019,43,2681,13/09/2017,FALSE,Approved,Solex,Standard,medium,medium,1151.96,$649.49,38991,$502.47,September
3020,0,1525,06/12/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,38206,$110.56,December
3025,97,245,18/12/2017,TRUE,Approved,Solex,Standard,medium,large,202.62,$151.96,42458,$50.66,December
3027,17,202,28/11/2017,FALSE,Approved,Solex,Standard,high,medium,1024.66,$614.80,42404,$409.86,November
3028,91,342,04/07/2017,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,41922,$128.46,July
3030,73,3413,23/05/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499,"$1,612.25",May
3031,0,548,14/09/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,35052,$57.73,September
3032,50,118,21/10/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,37337,$431.33,October
3034,97,356,28/03/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,33549,$75.14,March
3037,38,2617,22/01/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,41167,"$1,702.55",January
3039,89,697,19/12/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,34079,"$1,305.25",December
3044,65,707,16/11/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,42710,"$1,028.76",November
3047,55,659,06/08/2017,FALSE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,40779,"$1,295.43",August
3049,5,2886,27/09/2017,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,40784,$114.93,September
3052,17,59,10/04/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,34079,"$1,305.25",April
3053,92,1896,19/05/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,34586,"$1,630.25",May
3054,63,2228,15/07/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,34115,"$1,230.30",July
3055,86,775,30/01/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,38206,$110.56,January
3056,39,1660,01/07/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,40336,"$1,230.27",July
3057,92,122,30/08/2017,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",34556,$155.65,August
3061,19,903,17/10/2017,FALSE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,39880,$4.80,October
3063,73,3012,10/02/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,40553,"$1,612.25",February
3065,76,221,12/12/2017,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,41922,$128.46,December
3066,72,188,24/07/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,36146,$771.12,July
3068,12,1148,14/01/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,38193,"$1,055.82",January
3069,10,562,09/05/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701,"$1,103.43",May
3070,16,417,08/07/2017,TRUE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",34586,$182.81,July
3072,56,1207,07/01/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,35707,$45.96,January
3073,38,1280,16/06/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,38573,"$1,702.55",June
3075,87,856,18/12/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40,35667,$471.60,December
3077,33,1253,18/09/2017,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",33888,$144.26,September
3078,40,660,13/05/2017,FALSE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,37823,"$1,295.43",May
3079,11,1095,11/07/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,35160,$509.97,July
3080,46,2914,08/06/2017,FALSE,Approved,Solex,Standard,low,medium,1289.85,$74.51,41064,"$1,215.34",June
3082,27,1092,16/01/2017,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,36334,$110.81,January
3086,1,2425,13/10/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688,$448.68,October
3087,53,1313,23/09/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,35470,$693.76,September
3092,83,2190,24/04/2017,FALSE,Approved,Solex,Touring,medium,large,2083.94,$675.03,41533,"$1,408.91",April
3093,77,1547,09/10/2017,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,41533,$445.21,October
3094,46,1863,24/01/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,36361,"$1,544.61",January
3099,0,3313,18/05/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,42560,$91.15,May
3102,10,3003,24/08/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41345,"$1,103.43",August
3103,5,3114,27/05/2017,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,38216,$114.93,May
3105,7,3105,10/07/2017,FALSE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,38258,$745.94,July
3106,62,2816,08/10/2017,TRUE,Approved,Solex,Standard,medium,medium,478.16,$298.72,34143,$179.44,October
3109,49,926,19/08/2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,41064,$133.38,August
3111,38,610,16/05/2017,TRUE,Approved,Solex,Standard,medium,medium,1577.53,$826.51,39526,$751.02,May
3114,6,2899,28/05/2017,TRUE,Approved,Solex,Standard,high,medium,748.17,$448.90,33552,$299.27,May
3118,7,3176,11/01/2017,FALSE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,38258,$745.94,January
3120,17,528,12/04/2017,TRUE,Approved,Solex,Standard,high,medium,1024.66,$614.80,35378,$409.86,April
3129,95,2654,19/07/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,37874,$41.13,July
3130,30,3404,13/10/2017,TRUE,Approved,Solex,Standard,high,medium,748.17,$448.90,33552,$299.27,October
3132,52,634,13/12/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,37220,$450.77,December
3133,95,1481,24/01/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,37874,$41.13,January
3134,48,2975,14/07/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,41848,$812.44,July
3135,69,157,16/04/2017,,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,33879,$198.22,April
3138,64,728,09/10/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,41047,$872.89,October
3139,90,2661,27/02/2017,TRUE,Approved,Solex,Standard,low,medium,945.04,$507.58,40336,$437.46,February
3140,13,3364,07/07/2017,FALSE,Approved,Solex,Standard,medium,medium,1163.89,$589.27,41345,$574.62,July
3144,63,558,30/01/2017,TRUE,Approved,Solex,Standard,medium,medium,1483.2,$99.59,36146,"$1,383.61",January
3146,47,3165,25/06/2017,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",37220,$189.28,June
3149,85,303,17/11/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,36367,$547.28,November
3151,72,1006,19/06/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,38193,$90.10,June
3152,11,639,21/02/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298,$509.97,February
3154,80,723,10/01/2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,33429,$139.23,January
3157,35,3390,05/12/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688,$448.68,December
3159,36,1736,29/09/2017,TRUE,Approved,Solex,Standard,low,medium,945.04,$507.58,35052,$437.46,September
3162,91,915,02/12/2017,TRUE,Approved,Solex,Standard,medium,medium,100.35,$75.26,36367,$25.09,December
3165,77,51,22/08/2017,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,40553,$445.21,August
3166,80,3258,17/05/2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,33429,$139.23,May
3168,100,2917,31/07/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,33364,$830.24,July
3169,25,2392,04/12/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,42404,$709.34,December
3173,13,1798,27/10/2017,FALSE,Approved,Solex,Standard,medium,medium,1577.53,$826.51,39427,$751.02,October
3174,2,2873,26/02/2017,TRUE,Approved,Solex,Standard,medium,medium,71.49,$53.62,41245,$17.87,February
3188,34,1550,26/03/2017,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,34527,$309.81,March
3191,48,117,19/06/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,42688,$812.44,June
3197,96,113,04/01/2017,FALSE,Cancelled,WeareA2B,Road,low,small,1172.78,"$1,043.77",37539,$129.01,January
3199,92,304,11/10/2017,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",37539,$155.65,October
3203,95,2132,15/07/2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,38482,$139.23,July
3204,31,1091,10/06/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,39031,$57.73,June
3205,40,2845,13/10/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,38750,$583.27,October
3208,69,3423,11/04/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,33879,$198.22,April
3209,90,60,27/05/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,38482,$72.60,May
3211,47,991,05/08/2017,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",38991,$189.28,August
3213,50,2102,02/12/2017,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,37668,$43.97,December
3215,98,1954,21/09/2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03,38002,$143.36,September
3216,33,2539,15/10/2017,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",33888,$144.26,October
3219,19,477,03/08/2017,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,34079,$114.93,August
3229,2,2130,03/05/2017,FALSE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,42105,$64.93,May
3231,53,2263,31/10/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,42172,$693.76,October
3232,63,2941,15/04/2017,TRUE,Approved,Solex,Standard,medium,medium,1483.2,$99.59,36146,"$1,383.61",April
3233,50,1663,08/02/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,40618,$431.33,February
3234,12,1552,13/08/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,38693,"$1,069.55",August
3237,69,1895,30/08/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,33879,$198.22,August
3238,67,1351,23/03/2017,TRUE,Approved,Solex,Standard,medium,large,1071.23,$380.74,35160,$690.49,March
3240,95,3347,17/08/2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,42226,$139.23,August
3241,66,3087,23/05/2017,FALSE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,40487,$64.93,May
3245,20,1457,12/07/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",34244,$195.34,July
3246,69,407,15/10/2017,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,35455,$445.21,October
3247,89,1417,05/04/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,40672,"$1,230.27",April
3251,68,3159,05/12/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,40410,"$1,592.19",December
3253,53,169,21/01/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,34586,$509.97,January
3257,76,3142,18/12/2017,TRUE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,41922,$128.46,December
3260,0,3168,24/02/2017,TRUE,Approved,,,,,1202.34,,,"$1,202.34",February
3263,66,649,05/11/2017,FALSE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,42710,$64.93,November
3268,86,2861,29/09/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,34079,$110.56,September
3270,70,380,05/08/2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,42105,$198.29,August
3272,5,944,05/01/2017,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,40784,$114.93,January
3275,72,2718,12/01/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,40487,$771.12,January
3281,5,340,22/05/2017,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,33549,$114.93,May
3284,52,3266,20/10/2017,FALSE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,34170,$450.77,October
3286,83,2527,21/03/2017,TRUE,Approved,Solex,Touring,medium,large,2083.94,$675.03,41533,"$1,408.91",March
3288,66,3432,22/07/2017,TRUE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,40487,$64.93,July
3291,24,1628,19/08/2017,FALSE,Approved,Solex,Road,medium,large,1777.8,$820.78,41047,$957.02,August
3293,69,3200,11/08/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,33879,$198.22,August
3294,4,608,14/07/2017,TRUE,Approved,Solex,Standard,medium,medium,1483.2,$99.59,36146,"$1,383.61",July
3296,62,1567,14/03/2017,TRUE,Approved,Solex,Standard,medium,medium,478.16,$298.72,34143,$179.44,March
3299,34,2187,21/03/2017,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,37698,$309.81,March
3300,99,2817,03/02/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,1227.34,$770.89,33364,$456.45,February
3301,89,148,21/05/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,36367,"$1,305.25",May
3306,90,1687,20/12/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,37626,$72.60,December
3307,57,2007,02/08/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,40779,"$1,630.25",August
3312,9,930,29/04/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,38693,$75.14,April
3313,3,1266,17/04/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,38482,"$1,702.55",April
3314,1,143,17/12/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,41245,$448.68,December
3317,80,2045,05/11/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,41047,$872.89,November
3318,24,2418,01/01/2017,TRUE,Approved,Solex,Road,medium,large,1777.8,$820.78,36334,$957.02,January
3322,64,960,16/04/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,40487,$872.89,April
3323,0,3418,10/09/2017,FALSE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,42172,$14.23,September
3325,54,2804,08/07/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,34143,"$1,279.40",July
3329,26,692,02/09/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,34115,"$1,230.30",September
3331,86,665,29/09/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,38206,$110.56,September
3334,36,171,12/12/2017,TRUE,Approved,Solex,Standard,low,medium,945.04,$507.58,40784,$437.46,December
3337,45,1066,17/07/2017,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,38258,$745.94,July
3340,46,400,18/08/2017,TRUE,Approved,Solex,Standard,low,medium,1289.85,$74.51,39427,"$1,215.34",August
3343,39,2680,29/04/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,34071,"$1,230.27",April
3345,5,3269,19/08/2017,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,40784,$114.93,August
3347,19,2987,09/05/2017,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,35667,$114.93,May
3351,94,1387,29/05/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,42458,$641.64,May
3355,54,3264,19/06/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,42295,"$1,279.40",June
3359,47,2501,03/02/2017,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",41064,$189.28,February
3362,50,1023,27/08/2017,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,42295,$43.97,August
3364,24,3138,03/02/2017,FALSE,Approved,Solex,Road,medium,large,1777.8,$820.78,34115,$957.02,February
3371,67,1685,05/12/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,38647,$167.21,December
3372,84,2056,29/04/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,33879,$198.22,April
3374,35,3441,14/08/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688,$448.68,August
3376,16,1809,23/07/2017,TRUE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",35378,$182.81,July
3377,10,2928,02/07/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701,"$1,103.43",July
3381,87,3181,21/12/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,40410,"$1,592.19",December
3385,61,1014,15/08/2017,FALSE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,42172,$14.23,August
3386,4,1375,07/07/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,37698,$451.65,July
3387,23,497,04/08/2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,33455,$75.75,August
3391,28,350,26/12/2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",33552,$133.78,December
3392,17,710,28/01/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,42458,"$1,305.25",January
3395,92,2584,22/11/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,33259,"$1,630.25",November
3396,40,3288,07/07/2017,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,37823,"$1,295.43",July
3402,8,2726,08/10/2017,FALSE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",40649,$187.39,October
3405,69,1259,19/11/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,33879,$198.22,November
3408,85,3377,16/06/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,38206,$547.28,June
3410,24,556,14/08/2017,FALSE,Approved,Solex,Road,medium,large,1777.8,$820.78,40670,$957.02,August
3411,20,387,30/08/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",40303,$195.34,August
3412,39,3106,01/05/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,39526,"$1,230.27",May
3413,62,197,13/09/2017,FALSE,Approved,Solex,Standard,high,medium,1024.66,$614.80,35378,$409.86,September
3415,18,458,28/02/2017,TRUE,Approved,Solex,Standard,medium,medium,575.27,$431.45,34165,$143.82,February
3416,97,2602,25/08/2017,TRUE,Approved,Solex,Standard,medium,large,202.62,$151.96,42458,$50.66,August
3417,70,35,30/03/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,40553,$830.24,March
3418,24,1376,14/08/2017,TRUE,Approved,Solex,Road,medium,large,1777.8,$820.78,42696,$957.02,August
3419,91,1007,17/10/2017,FALSE,Approved,Solex,Standard,medium,medium,100.35,$75.26,36367,$25.09,October
3420,50,1161,13/12/2017,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,37668,$43.97,December
3421,0,2553,17/03/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,34115,$15.08,March
3427,43,1959,16/02/2017,FALSE,Approved,Solex,Standard,medium,medium,1151.96,$649.49,38991,$502.47,February
3429,68,1889,22/06/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,40410,"$1,592.19",June
3431,74,2374,04/03/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,36668,$827.16,March
3433,45,378,09/08/2017,FALSE,Approved,Solex,Standard,medium,medium,441.49,$84.99,34071,$356.50,August
3437,81,3152,19/12/2017,FALSE,Approved,Solex,Standard,medium,medium,1151.96,$649.49,38991,$502.47,December
3438,31,2994,22/02/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,40618,$57.73,February
3440,67,1767,04/04/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,38859,$167.21,April
3444,72,2624,03/12/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,38193,$90.10,December
3445,86,1412,22/08/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,38482,$110.56,August
3450,80,3193,20/12/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,41047,$872.89,December
3451,25,446,08/11/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,39031,$709.34,November
3458,12,1046,24/01/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,38216,"$1,069.55",January
3459,17,1085,09/04/2017,FALSE,Approved,Solex,Standard,high,medium,1024.66,$614.80,35378,$409.86,April
3467,57,1868,13/09/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,34586,"$1,630.25",September
3468,76,136,13/01/2017,TRUE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77",42458,$129.01,January
3470,69,2291,14/09/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,41922,$198.22,September
3472,0,412,03/12/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,42696,$135.85,December
3474,86,494,04/04/2017,TRUE,Cancelled,OHM Cycles,Standard,medium,medium,235.63,$125.07,38206,$110.56,April
3479,73,3496,18/04/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,41922,"$1,612.25",April
3481,76,3173,07/07/2017,TRUE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,40553,$128.46,July
3485,31,962,28/12/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,35667,$547.28,December
3499,62,2197,02/09/2017,FALSE,Approved,Solex,Standard,medium,medium,478.16,$298.72,34143,$179.44,September
